Release_Date,Rank,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross,USD_Profit,Decade
1983-07-29,2808,National Lampoon’s Vacation,15000000,61400000,61400000,46400000,1980
1983-08-04,3763,Losin' It,7000000,1246141,1246141,-5753859,1980
1983-08-19,4767,The Ballad of Gregorio Cortez,1305000,909000,909000,-396000,1980
1983-09-12,2048,Scarface,25000000,44942821,44942821,19942821,1980
1983-09-30,2896,Brainstorm,15000000,8921050,8921050,-6078950,1980
1983-10-06,1929,Octopussy,27500000,187500000,67900000,160000000,1980
1983-10-21,1949,The Right Stuff,27000000,21500000,21500000,-5500000,1980
1983-10-21,3357,The Dead Zone,10000000,20766000,20766000,10766000,1980
1983-10-28,3648,The Wicked Lady,8000000,589308,589308,-7410692,1980
1983-11-18,3140,Yentl,12000000,39012241,39012241,27012241,1980
1983-11-18,4317,A Christmas Story,3250000,20605209,20605209,17355209,1980
1984-01-06,1841,Once Upon a Time in America,30000000,5564014,5321508,-24435986,1980
1984-01-06,2570,Star Trek III: The Search for Spock,18000000,87000000,76471046,69000000,1980
1984-02-03,4722,Repo Man,1500000,2300000,2300000,800000,1980
1984-02-17,3595,Footloose,8200000,80000000,80000000,71800000,1980
1984-03-16,3529,The Ice Pirates,9000000,13075390,13075390,4075390,1980
1984-03-23,4113,Police Academy,4500000,81198894,81198894,76698894,1980
1984-04-13,4459,Friday the 13th Part IV: The Final Chapter,2600000,32980880,32980880,30380880,1980
1984-04-27,5045,Love Letters,550000,5269990,5269990,4719990,1980
1984-05-12,2788,Beverly Hills Cop,15000000,316300000,234760478,301300000,1980
1984-05-23,1882,Indiana Jones and the Temple of Doom,28000000,333080271,179880271,305080271,1980
1984-06-22,3597,The Karate Kid,8000000,90815558,90815558,82815558,1980
1984-06-29,2596,Conan the Destroyer,18000000,26400000,26400000,8400000,1980
1984-07-20,1950,Die Unendliche Geschichte,27000000,21300000,21300000,-5700000,1980
1984-08-06,1704,Ghostbusters,30000000,295212467,242212467,265212467,1980
1984-08-06,3240,Gremlins,11000000,148168459,148168459,137168459,1980
1984-08-17,2133,Sheena,25000000,5778353,5778353,-19221647,1980
1984-08-31,4786,C.H.U.D.,1250000,4700000,4700000,3450000,1980
1984-09-03,3599,Splash,8000000,62599495,62599495,54599495,1980
1984-09-03,3686,The Hotel New Hampshire,7500000,5142858,5142858,-2357142,1980
1984-09-11,4662,A Nightmare on Elm Street,1800000,25504513,25504513,23704513,1980
1984-09-19,2581,Amadeus,18000000,51973029,51973029,33973029,1980
1984-10-26,3392,Body Double,10000000,8801940,8801940,-1198060,1980
1984-10-26,3820,The Terminator,6400000,78019031,38019031,71619031,1980
1984-11-05,2871,Firestarter,15000000,15136870,15136870,136870,1980
1984-12-14,1139,The Cotton Club,48000000,25928721,25928721,-22071279,1980
1984-12-14,1204,Dune,45000000,27447471,27447471,-17552529,1980
1984-12-14,1933,A Passage to India,27500000,27187653,27187653,-312347,1980
1984-12-31,5109,The Toxic Avenger,475000,0,0,-475000,1980
1985-01-11,4342,A Nightmare On Elm Street Part 2: Freddy's Revenge,3000000,21163999,21163999,18163999,1980
1985-01-18,4724,Blood Simple,1500000,2730877,1690913,1230877,1980
1985-03-07,2527,Back to the Future,19000000,385524862,212259762,366524862,1980
1985-03-15,4775,Def-Con 4,1300000,210904,210904,-1089096,1980
1985-03-22,3333,The Last Dragon,10000000,33000000,33000000,23000000,1980
1985-03-22,4527,Friday the 13th Part V: A New Beginning,2200000,21930418,21930418,19730418,1980
1985-04-10,3328,Commando,10000000,35073978,35073978,25073978,1980
1985-04-12,2604,Young Sherlock Holmes,18000000,19739000,19739000,1739000,1980
1985-05-22,1233,Rambo: First Blood Part II,44000000,300400000,150415432,256400000,1980
1985-05-24,1762,A View to a Kill,30000000,152627960,50327960,122627960,1980
1985-06-11,4592,Subway,2000000,1663296,390659,-336704,1980
1985-06-21,1955,Return to Oz,27000000,10618813,10618813,-16381187,1980
1985-06-21,2117,Lifeforce,25000000,11603545,11603545,-13396455,1980
1985-06-28,2654,Red Sonja,17900000,6905861,6905861,-10994139,1980
1985-06-28,3788,Pale Rider,6900000,41410568,41410568,34510568,1980
1985-06-30,4283,Day of the Dead,3500000,34004262,5804262,30504262,1980
1985-08-02,3132,Witness,12000000,65532576,65532576,53532576,1980
1985-08-16,4178,The Return of the Living Dead,4000000,14237880,14237880,10237880,1980
1985-09-27,3365,Invasion U.S.A.,10000000,17536256,17536256,7536256,1980
1985-10-07,1986,Silverado,26000000,33200000,33200000,7200000,1980
1985-10-07,3325,Mad Max Beyond Thunderdome,10000000,36230219,36230219,26230219,1980
1985-10-25,4356,Krush Groove,3000000,11052713,11052713,8052713,1980
1985-11-10,3737,Silver Bullet,7000000,10803211,10803211,3803211,1980
1985-12-04,2410,Ladyhawke,20000000,18400000,18400000,-1600000,1980
1985-12-18,1695,Out of Africa,31000000,258210860,79096868,227210860,1980
1985-12-18,2799,The Color Purple,15000000,93589701,93589701,78589701,1980
1985-12-18,2890,Brazil,15000000,9930649,9929135,-5069351,1980
1986-01-04,5136,My Beautiful Laundrette,400000,0,0,-400000,1980
1986-01-07,1424,Pirates,40000000,6341825,1641825,-33658175,1980
1986-01-07,2121,Big Trouble in Little China,25000000,11100000,11100000,-13900000,1980
1986-01-08,1822,Howard the Duck,30000000,16295774,16295774,-13704226,1980
1986-01-08,4345,Friday the 13th Part VI: Jason Lives,3000000,19472057,19472057,16472057,1980
1986-01-17,2921,The Clan of the Cave Bear,15000000,1953732,1953732,-13046268,1980
1986-02-21,2623,Nine 1/2 Weeks,18000000,6734844,6734844,-11265156,1980
1986-03-10,1623,Playing for Keeps,35000000,2000000,2000000,-33000000,1980
1986-03-27,4010,April Fool's Day,5000000,12947763,12947763,7947763,1980
1986-04-18,2102,Legend,25000000,23506237,15502112,-1493763,1980
1986-04-23,4125,Salvador,4500000,1500000,1500000,-3000000,1980
1986-04-25,2641,8 Million Ways to Die,18000000,1305114,1305114,-16694886,1980
1986-05-16,2789,Top Gun,15000000,356800601,179800601,341800601,1980
1986-06-06,3193,Invaders from Mars,12000000,4984663,4884663,-7015337,1980
1986-06-18,1340,Legal Eagles,40000000,49851591,49851591,9851591,1980
1986-07-03,2760,Highlander,16000000,12900000,5900000,-3100000,1980
1986-07-03,4343,A Room with a View,3000000,20966644,20966644,17966644,1980
1986-07-18,2667,Aliens,17000000,183316455,85160248,166316455,1980
1986-08-08,3602,Stand by Me,8000000,52287414,52287414,44287414,1980
1986-08-08,5261,She's Gotta Have It,175000,7137502,7137502,6962502,1980
1986-08-22,4101,The Texas Chainsaw Massacre 2,4700000,8025872,8025872,3325872,1980
1986-08-29,2705,Shanghai Surprise,17000000,2315000,2315000,-14685000,1980
1986-09-26,3564,Crocodile Dundee,8800000,328203506,174803506,319403506,1980
1986-10-10,2586,Peggy Sue Got Married,18000000,41382841,41382841,23382841,1980
1986-10-17,3314,The Color of Money,10000000,52293000,52293000,42293000,1980
1986-11-26,2164,Star Trek IV: The Voyage Home,24000000,133000000,109713132,109000000,1980
1986-12-12,3126,The Golden Child,12000000,79817937,79817937,67817937,1980
1986-12-19,1779,Little Shop of Horrors,30000000,38747385,38747385,8747385,1980
1986-12-19,3829,Platoon,6000000,137963328,137963328,131963328,1980
1986-12-31,4559,Witchboard,2000000,7369373,7369373,5369373,1980
1987-01-01,4461,Maurice,2600000,3147950,3147950,547950,1980
1987-01-01,5145,American Ninja 2: The Confrontation,350000,4000000,4000000,3650000,1980
1987-01-03,5298,Hollywood Shuffle,100000,5228617,5228617,5128617,1980
1987-01-05,3423,Malone,10000000,3000000,3000000,-7000000,1980
1987-01-05,4272,Creepshow 2,3500000,14000000,14000000,10500000,1980
1987-01-30,2751,Radio Days,16000000,14792779,14792779,-1207221,1980
1987-02-27,3965,A Nightmare On Elm Street 3: Dream Warriors,5000000,44793222,44793222,39793222,1980
1987-03-06,2026,The Untouchables,25000000,76270454,76270454,51270454,1980
1987-03-13,4282,Evil Dead II,3500000,5923044,5923044,2423044,1980
1987-03-31,4209,The Barbarians,4000000,800000,800000,-3200000,1980
1987-04-09,4827,The Offspring,1100000,1355728,1355728,255728,1980
1987-05-15,1400,Ishtar,40000000,14375181,14375181,-25624819,1980
1987-05-20,2310,Beverly Hills Cop II,20000000,276665036,153665036,256665036,1980
1987-06-03,2806,Lethal Weapon,15000000,120192350,65192350,105192350,1980
1987-06-11,1877,Cry Freedom,29000000,25899797,5899797,-3100203,1980
1987-06-19,4523,The Brave Little Toaster,2300000,0,0,-2300000,1980
1987-06-24,2227,Spaceballs,22700000,38119483,38119483,15419483,1980
1987-07-17,2213,Jaws 4: The Revenge,23000000,15728335,15728335,-7271665,1980
1987-07-17,3040,RoboCop,13000000,53424681,53424681,40424681,1980
1987-07-24,2697,Superman IV: The Quest for Peace,17000000,11227824,11227824,-5772176,1980
1987-07-24,3803,La Bamba,6500000,54215416,54215416,47715416,1980
1987-07-31,1337,The Living Daylights,40000000,191200000,51185000,151200000,1980
1987-07-31,3572,The Lost Boys,8500000,32222567,32222567,23722567,1980
1987-08-05,4649,River's Edge,1900000,4600000,4600000,2700000,1980
1987-09-18,2959,Fatal Attraction,14000000,320100000,156645693,306100000,1980
1987-09-18,4850,Hellraiser,1000000,14564000,14564000,13564000,1980
1987-09-25,2839,The Princess Bride,15000000,30857000,30857000,15857000,1980
1987-11-12,2717,Wall Street,16500000,43848100,43848100,27348100,1980
1987-11-13,1783,The Running Man,30000000,38122000,38122000,8122000,1980
1987-11-20,2050,The Last Emperor,25000000,43988888,43984987,18988888,1980
1987-11-20,4364,Teen Wolf Too,3000000,7888000,7888000,4888000,1980
1987-11-25,2791,3 Men and a Baby,15000000,167780960,167780960,152780960,1980
1987-12-06,2576,Predator,18000000,98267558,59735548,80267558,1980
1987-12-23,3031,Good Morning Vietnam,13000000,123922370,123922370,110922370,1980
1988-01-04,2100,"Bright Lights, Big City",25000000,16118077,16118077,-8881923,1980
1988-01-10,3994,Halloween 4: The Return of Michael Myers,5000000,17768757,17768757,12768757,1980
1988-01-12,4200,Talk Radio,4000000,3468572,3468572,-531428,1980
1988-01-15,3825,Return of the Living Dead Part II,6200000,9205924,9205924,3005924,1980
1988-02-26,4711,Bloodsport,1500000,11806119,11806119,10306119,1980
1988-03-06,2567,Big,18000000,151668774,114968774,133668774,1980
1988-03-30,2801,Beetle Juice,15000000,73326666,73326666,58326666,1980
1988-04-03,4215,Prison,4000000,354704,354704,-3645296,1980
1988-04-11,4179,They Live,4000000,13000000,13000000,9000000,1980
1988-04-22,4102,Lady in White,4700000,1705139,1705139,-2994861,1980
1988-05-13,4445,Friday the 13th Part VII: The New Blood,2800000,19170001,19170001,16370001,1980
1988-05-25,884,Rambo III,58000000,188715611,53715611,130715611,1980
1988-05-25,2962,Crocodile Dundee 2,14000000,239606210,109306210,225606210,1980
1988-06-22,638,Who Framed Roger Rabbit?,70000000,351500000,154112492,281500000,1980
1988-07-15,1885,Die Hard,28000000,139109346,81350242,111109346,1980
1988-07-20,1781,Midnight Run,30000000,81613606,38413606,51613606,1980
1988-08-07,4366,Phantasm II,3000000,7282851,7282851,4282851,1980
1988-08-19,3041,A Nightmare on Elm Street 4: The Dream Master,13000000,49369899,49369899,36369899,1980
1988-09-11,3519,Child's Play,9000000,44196684,33244684,35196684,1980
1988-09-12,2755,My Stepmother Is an Alien,16000000,13854000,13854000,-2146000,1980
1988-09-12,2795,Twins,15000000,216600000,111936388,201600000,1980
1988-10-06,3497,Poltergeist III,9500000,14114000,14114000,4614000,1980
1988-10-21,3851,Mystic Pizza,6000000,12793213,12793213,6793213,1980
1988-11-18,3119,The Land Before Time,12300000,81972846,48092846,69672846,1980
1988-11-23,1667,Scrooged,32000000,59450353,59450353,27450353,1980
1988-12-02,3727,Action Jackson,7000000,20257000,20257000,13257000,1980
1988-12-02,3849,School Daze,6000000,14545844,14545844,8545844,1980
1988-12-08,3045,Young Guns,13000000,44726644,44726644,31726644,1980
1988-12-08,3743,The Last Temptation of Christ,7000000,8373585,8373585,1373585,1980
1988-12-16,2008,Rain Man,25000000,412800000,172825435,387800000,1980
1988-12-21,2974,Dangerous Liaisons,14000000,34700000,34700000,20700000,1980
1989-01-03,2886,New York Stories,15000000,10763469,10763469,-4236531,1980
1989-02-06,2724,Dead Poets Society,16400000,239500000,95860116,223100000,1980
1989-02-17,3319,Bill & Ted's Excellent Adventure,10000000,40485039,40485039,30485039,1980
1989-03-22,2622,Troop Beverly Hills,18000000,7190505,7190505,-10809495,1980
1989-04-08,4793,"Sex, Lies, and Videotape",1200000,36741667,24741667,35541667,1980
1989-04-21,3235,Pet Sematary,11500000,57469179,57469179,45969179,1980
1989-05-19,3340,Road House,10000000,30050028,30050028,20050028,1980
1989-05-24,1124,Indiana Jones and the Last Crusade,48000000,474171806,197171806,426171806,1980
1989-06-23,1510,Batman,35000000,411348924,251188924,376348924,1980
1989-06-30,3839,Do the Right Thing,6000000,26004026,26004026,20004026,1980
1989-07-04,3248,Major League,11000000,49793054,49793054,38793054,1980
1989-07-14,1260,Licence to Kill,42000000,156167015,34667015,114167015,1980
1989-07-14,2726,When Harry Met Sally…,16000000,92961960,92823546,76961960,1980
1989-07-21,4028,UHF,5000000,6157157,6157157,1157157,1980
1989-07-28,4002,Friday the 13th Part VIII: Jason Takes Manhattan,5000000,14343976,14343976,9343976,1980
1989-08-09,4710,Kickboxer,1500000,14533681,14533681,13033681,1980
1989-08-11,3532,Henry V,9000000,10176701,10161099,1176701,1980
1989-09-06,1758,Star Trek V: The Final Frontier,30000000,70200000,52210049,40200000,1980
1989-09-08,662,The Abyss,70000000,54243125,54243125,-15756875,1980
1989-09-15,2532,Sea of Love,19000000,58571513,58571513,39571513,1980
1989-09-22,1765,Black Rain,30000000,45892212,45892212,15892212,1980
1989-10-13,3856,Halloween 5: The Revenge of Michael Myers,6000000,11642254,11642254,5642254,1980
1989-11-08,3843,A Nightmare On Elm Street: The Dream Child,6000000,22168359,22168359,16168359,1980
1989-11-17,1744,Harlem Nights,30000000,95857262,60857262,65857262,1980
1989-11-22,1285,Back to the Future Part II,40000000,332000000,118450002,292000000,1980
1989-12-13,2595,Glory,18000000,26593580,26593580,8593580,1980
1989-12-13,3677,Driving Miss Daisy,7500000,106593296,106593296,99093296,1980
1989-12-15,2451,We're No Angels,20000000,10555348,10555348,-9444652,1980
1989-12-20,2963,Born on the Fourth of July,14000000,70001698,70001698,56001698,1980
1989-12-20,5281,Roger & Me,140000,6706368,6706368,6566368,1980
1989-12-22,933,Tango & Cash,55000000,63408614,63408614,8408614,1980
1989-12-31,4699,Out of the Dark,1600000,419428,419428,-1180572,1980
1990-01-06,714,Total Recall,65000000,261400000,119394839,196400000,1990
1990-01-19,3368,Tremors,10000000,16667084,16667084,6667084,1990
1990-02-03,1711,The Hunt for Red October,30000000,200500000,120709866,170500000,1990
1990-02-23,3675,The Blood of Heroes,7700000,882290,882290,-6817710,1990
1990-03-07,644,Die Hard 2,70000000,239814025,117323878,169814025,1990
1990-03-08,3370,Mo' Better Blues,10000000,16153000,16153000,6153000,1990
1990-03-08,5121,Metropolitan,430000,2938000,2938000,2508000,1990
1990-03-23,2958,Pretty Woman,14000000,432645872,178406268,418645872,1990
1990-03-30,3019,Teenage Mutant Ninja Turtles,13500000,202000000,135265915,188500000,1990
1990-04-27,4352,Spaced Invaders,3000000,15000000,15000000,12000000,1990
1990-05-24,1300,Back to the Future Part III,40000000,244088654,88055283,204088654,1990
1990-06-15,1061,Gremlins 2: The New Batch,50000000,41476097,41476097,-8523903,1990
1990-06-15,1142,Dick Tracy,47000000,162738726,103738726,115738726,1990
1990-06-27,796,Days of Thunder,60000000,157670733,82670733,97670733,1990
1990-07-12,2338,Edward Scissorhands,20000000,53976987,53976987,33976987,1990
1990-07-13,2231,Ghost,22000000,517600000,217631306,495600000,1990
1990-07-18,1699,Arachnophobia,31000000,53208180,53208180,22208180,1990
1990-09-11,2528,Dances with Wolves,19000000,424200000,184208842,405200000,1990
1990-09-11,3053,Child's Play 2,13000000,34166572,26904572,21166572,1990
1990-09-19,2046,Goodfellas,25000000,46777347,46743809,21777347,1990
1990-09-28,3752,Dark Angel,7000000,4372561,4372561,-2627439,1990
1990-10-08,1974,Flatliners,26000000,61308153,61308153,35308153,1990
1990-10-19,2399,Quigley Down Under,20000000,21413105,21413105,1413105,1990
1990-10-19,4154,Night of the Living Dead,4200000,5835247,5835247,1635247,1990
1990-11-07,1122,The Adventures of Ford Fairlane,49000000,20423389,20423389,-28576611,1990
1990-11-16,2787,Home Alone,15000000,476684675,285761243,461684675,1990
1990-11-21,1571,Predator 2,35000000,54768418,28317513,19768418,1990
1990-12-21,1970,Kindergarten Cop,26000000,202000000,91457688,176000000,1990
1990-12-25,973,The Godfather: Part III,54000000,66520529,66520529,12520529,1990
1990-12-31,5101,Going Under,500000,0,0,-500000,1990
1991-01-01,3278,Return to the Blue Lagoon,11000000,2000000,2000000,-9000000,1990
1991-01-01,3642,Showdown in Little Tokyo,8000000,2275557,2275557,-5724443,1990
1991-01-01,5074,Johnny Suede,500000,55000,55000,-445000,1990
1991-01-01,5111,Straight out of Brooklyn,450000,2712293,2712293,2262293,1990
1991-01-03,1362,The Doors,40000000,34416893,34416893,-5583107,1990
1991-01-03,3576,Haakon Haakonsen,8500000,15024232,15024232,6524232,1990
1991-01-07,5345,The Last Waltz,35000,321952,321952,286952,1990
1991-01-08,5363,Slacker,23000,1227508,1227508,1204508,1990
1991-01-18,1599,Flight of the Intruder,35000000,14471440,14471440,-20528560,1990
1991-01-18,2973,White Fang,14000000,34729091,34729091,20729091,1990
1991-02-07,327,Terminator 2: Judgment Day,100000000,513815401,201858746,413815401,1990
1991-02-14,2314,The Silence of the Lambs,20000000,275726716,130726716,255726716,1990
1991-03-22,2024,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000,78656813,78656813,53656813,1990
1991-05-17,2130,Stone Cold,25000000,9286314,9286314,-15713686,1990
1991-05-24,749,Hudson Hawk,65000000,17218916,17218916,-47781084,1990
1991-06-12,1938,Star Trek VI: The Undiscovered Country,27000000,96900000,74888996,69900000,1990
1991-06-14,1005,Robin Hood: Prince of Thieves,50000000,390500000,165493908,340500000,1990
1991-06-28,2198,The Naked Gun 2½: The Smell of Fear,23000000,86930411,86930411,63930411,1990
1991-07-19,2357,Bill & Ted's Bogus Journey,20000000,37537675,37537675,17537675,1990
1991-08-03,3750,Nikita,7000000,5017971,5017971,-1982029,1990
1991-08-23,2219,Harley Davidson and the Marlboro Man,23000000,7018525,7018525,-15981475,1990
1991-08-30,3882,Beastmaster 2: Through the Portal of Time,6000000,773490,773490,-5226510,1990
1991-09-08,2739,Double Impact,16000000,29090445,29090445,13090445,1990
1991-09-13,3970,Freddy's Dead: The Final Nightmare,5000000,34872033,34872033,29872033,1990
1991-09-20,2173,The Fisher King,24000000,41798224,41798224,17798224,1990
1991-09-29,4480,My Own Private Idaho,2500000,6401336,6401336,3901336,1990
1991-10-01,3742,Warlock,7000000,8824553,8824553,1824553,1990
1991-10-23,3989,House Party 2,5000000,19438638,19438638,14438638,1990
1991-10-25,3548,Due occhi diabolici,9000000,349618,349618,-8650382,1990
1991-11-12,643,Hook,70000000,300854823,119654823,230854823,1990
1991-11-13,2307,Beauty and the Beast,20000000,451329842,218951625,431329842,1990
1991-11-15,1524,Cape Fear,35000000,182291969,79091969,147291969,1990
1991-11-22,1716,The Addams Family,30000000,191502246,113502246,161502246,1990
